STATION,NAME,DATE,PRCP,TMAX,TMIN,TOBS
USC00253365,"GOTHENBURG, NE US",1961/01/01,0,27,17,17
USC00253365,"GOTHENBURG, NE US",1961/01/02,0,34,4,20
USC00253365,"GOTHENBURG, NE US",1961/01/03,0,40,7,28
USC00253365,"GOTHENBURG, NE US",1961/01/04,0,44,8,32
USC00253365,"GOTHENBURG, NE US",1961/01/05,0,48,15,30
USC00253365,"GOTHENBURG, NE US",1961/01/06,0,51,19,34
USC00253365,"GOTHENBURG, NE US",1961/01/07,0,42,22,30
USC00253365,"GOTHENBURG, NE US",1961/01/08,0,39,18,34
USC00253365,"GOTHENBURG, NE US",1961/01/09,0,54,19,36
USC00253365,"GOTHENBURG, NE US",1961/01/10,0,51,21,33
USC00253365,"GOTHENBURG, NE US",1961/01/11,0,53,20,35
USC00253365,"GOTHENBURG, NE US",1961/01/12,0,58,20,35
USC00253365,"GOTHENBURG, NE US",1961/01/13,0,47,23,34
USC00253365,"GOTHENBURG, NE US",1961/01/14,0,47,23,35
USC00253365,"GOTHENBURG, NE US",1961/01/15,0,52,23,35
USC00253365,"GOTHENBURG, NE US",1961/01/16,0,60,23,37
USC00253365,"GOTHENBURG, NE US",1961/01/17,0,56,27,42
USC00253365,"GOTHENBURG, NE US",1961/01/18,0,42,29,31
USC00253365,"GOTHENBURG, NE US",1961/01/19,0,39,15,36
USC00253365,"GOTHENBURG, NE US",1961/01/20,0,36,8,8
USC00253365,"GOTHENBURG, NE US",1961/01/21,0,36,2,24
USC00253365,"GOTHENBURG, NE US",1961/01/22,0,44,11,27
USC00253365,"GOTHENBURG, NE US",1961/01/23,0,61,13,38
USC00253365,"GOTHENBURG, NE US",1961/01/24,0,38,-5,2
USC00253365,"GOTHENBURG, NE US",1961/01/25,0,22,-3,14
USC00253365,"GOTHENBURG, NE US",1961/01/26,0,15,0,8
USC00253365,"GOTHENBURG, NE US",1961/01/27,0,30,-7,22
USC00253365,"GOTHENBURG, NE US",1961/01/28,0,30,7,19
USC00253365,"GOTHENBURG, NE US",1961/01/29,0,43,9,27
USC00253365,"GOTHENBURG, NE US",1961/01/30,0,58,11,38
USC00253365,"GOTHENBURG, NE US",1961/01/31,0,63,23,38
USC00253365,"GOTHENBURG, NE US",1961/02/01,0,47,21,29
USC00253365,"GOTHENBURG, NE US",1961/02/02,0,29,13,13
USC00253365,"GOTHENBURG, NE US",1961/02/03,0,27,4,23
USC00253365,"GOTHENBURG, NE US",1961/02/04,0,30,16,24
USC00253365,"GOTHENBURG, NE US",1961/02/05,0.06,30,20,27
USC00253365,"GOTHENBURG, NE US",1961/02/06,0,29,22,25
USC00253365,"GOTHENBURG, NE US",1961/02/07,0,32,21,24
USC00253365,"GOTHENBURG, NE US",1961/02/08,0,44,17,31
USC00253365,"GOTHENBURG, NE US",1961/02/09,0,58,19,40
USC00253365,"GOTHENBURG, NE US",1961/02/10,0,67,21,44
USC00253365,"GOTHENBURG, NE US",1961/02/11,0,72,31,50
USC00253365,"GOTHENBURG, NE US",1961/02/12,0,61,31,51
USC00253365,"GOTHENBURG, NE US",1961/02/13,0,55,28,39
USC00253365,"GOTHENBURG, NE US",1961/02/14,0,63,30,46
USC00253365,"GOTHENBURG, NE US",1961/02/15,0,59,22,49
USC00253365,"GOTHENBURG, NE US",1961/02/16,0,64,42,49
USC00253365,"GOTHENBURG, NE US",1961/02/17,0.01,49,13,13
USC00253365,"GOTHENBURG, NE US",1961/02/18,0.04,24,9,15
USC00253365,"GOTHENBURG, NE US",1961/02/19,0,51,6,38
USC00253365,"GOTHENBURG, NE US",1961/02/20,0,58,20,44
USC00253365,"GOTHENBURG, NE US",1961/02/21,0,63,20,45
USC00253365,"GOTHENBURG, NE US",1961/02/22,0,65,22,54
USC00253365,"GOTHENBURG, NE US",1961/02/23,0,54,31,33
USC00253365,"GOTHENBURG, NE US",1961/02/24,0,49,14,37
USC00253365,"GOTHENBURG, NE US",1961/02/25,0,69,19,56
USC00253365,"GOTHENBURG, NE US",1961/02/26,0,63,33,52
USC00253365,"GOTHENBURG, NE US",1961/02/27,0,52,18,40
USC00253365,"GOTHENBURG, NE US",1961/02/28,0,51,26,39
USC00253365,"GOTHENBURG, NE US",1961/03/01,0,59,16,52
USC00253365,"GOTHENBURG, NE US",1961/03/02,0,57,38,46
USC00253365,"GOTHENBURG, NE US",1961/03/03,0.11,46,32,32
USC00253365,"GOTHENBURG, NE US",1961/03/04,0.13,38,27,31
USC00253365,"GOTHENBURG, NE US",1961/03/05,0.36,31,27,27
USC00253365,"GOTHENBURG, NE US",1961/03/06,0.06,35,17,27
USC00253365,"GOTHENBURG, NE US",1961/03/07,0.2,29,24,25
USC00253365,"GOTHENBURG, NE US",1961/03/08,0,40,24,29
USC00253365,"GOTHENBURG, NE US",1961/03/09,0,49,11,40
USC00253365,"GOTHENBURG, NE US",1961/03/10,0,53,29,44
USC00253365,"GOTHENBURG, NE US",1961/03/11,0,62,33,49
USC00253365,"GOTHENBURG, NE US",1961/03/12,0.87,49,30,30
USC00253365,"GOTHENBURG, NE US",1961/03/13,0,55,22,42
USC00253365,"GOTHENBURG, NE US",1961/03/14,0,63,30,46
USC00253365,"GOTHENBURG, NE US",1961/03/15,0,52,35,42
USC00253365,"GOTHENBURG, NE US",1961/03/16,0,53,25,43
USC00253365,"GOTHENBURG, NE US",1961/03/17,0,53,28,43
USC00253365,"GOTHENBURG, NE US",1961/03/18,0.18,52,32,40
USC00253365,"GOTHENBURG, NE US",1961/03/19,0,46,34,38
USC00253365,"GOTHENBURG, NE US",1961/03/20,0,50,31,38
USC00253365,"GOTHENBURG, NE US",1961/03/21,0,53,31,43
USC00253365,"GOTHENBURG, NE US",1961/03/22,0,55,33,48
USC00253365,"GOTHENBURG, NE US",1961/03/23,0,60,26,49
USC00253365,"GOTHENBURG, NE US",1961/03/24,0,70,34,61
USC00253365,"GOTHENBURG, NE US",1961/03/25,0,76,49,64
USC00253365,"GOTHENBURG, NE US",1961/03/26,0.11,65,44,44
USC00253365,"GOTHENBURG, NE US",1961/03/27,0,55,34,41
USC00253365,"GOTHENBURG, NE US",1961/03/28,0,41,28,35
USC00253365,"GOTHENBURG, NE US",1961/03/29,0,52,27,41
USC00253365,"GOTHENBURG, NE US",1961/03/30,0,60,24,49
USC00253365,"GOTHENBURG, NE US",1961/03/31,0,56,27,46
USC00253365,"GOTHENBURG, NE US",1961/04/01,0,55,24,49
USC00253365,"GOTHENBURG, NE US",1961/04/02,0,70,35,56
USC00253365,"GOTHENBURG, NE US",1961/04/03,0,68,37,60
USC00253365,"GOTHENBURG, NE US",1961/04/04,0,64,45,50
USC00253365,"GOTHENBURG, NE US",1961/04/05,0.01,50,24,38
USC00253365,"GOTHENBURG, NE US",1961/04/06,0,47,26,43
USC00253365,"GOTHENBURG, NE US",1961/04/07,0,49,16,36
USC00253365,"GOTHENBURG, NE US",1961/04/08,0.93,37,31,31
USC00253365,"GOTHENBURG, NE US",1961/04/09,0.03,42,28,33
USC00253365,"GOTHENBURG, NE US",1961/04/10,0,39,24,36
USC00253365,"GOTHENBURG, NE US",1961/04/11,0.85,37,31,32
USC00253365,"GOTHENBURG, NE US",1961/04/12,0,54,22,46
USC00253365,"GOTHENBURG, NE US",1961/04/13,0.07,67,35,57
USC00253365,"GOTHENBURG, NE US",1961/04/14,0,57,32,36
USC00253365,"GOTHENBURG, NE US",1961/04/15,0,46,21,40
USC00253365,"GOTHENBURG, NE US",1961/04/16,0,47,20,50
USC00253365,"GOTHENBURG, NE US",1961/04/17,0,60,18,50
USC00253365,"GOTHENBURG, NE US",1961/04/18,0,78,32,68
USC00253365,"GOTHENBURG, NE US",1961/04/19,0,87,42,71
USC00253365,"GOTHENBURG, NE US",1961/04/20,0,71,51,62
USC00253365,"GOTHENBURG, NE US",1961/04/21,0,69,42,59
USC00253365,"GOTHENBURG, NE US",1961/04/22,0,73,35,65
USC00253365,"GOTHENBURG, NE US",1961/04/23,0,71,55,61
USC00253365,"GOTHENBURG, NE US",1961/04/24,0,62,37,47
USC00253365,"GOTHENBURG, NE US",1961/04/25,0,59,34,54
USC00253365,"GOTHENBURG, NE US",1961/04/26,0,54,37,48
USC00253365,"GOTHENBURG, NE US",1961/04/27,0.09,58,34,42
USC00253365,"GOTHENBURG, NE US",1961/04/28,0,61,28,52
USC00253365,"GOTHENBURG, NE US",1961/04/29,0,71,40,62
USC00253365,"GOTHENBURG, NE US",1961/04/30,0,74,47,61
USC00253365,"GOTHENBURG, NE US",1961/05/01,0.62,62,34,50
USC00253365,"GOTHENBURG, NE US",1961/05/02,0,51,33,42
USC00253365,"GOTHENBURG, NE US",1961/05/03,0.09,50,41,41
USC00253365,"GOTHENBURG, NE US",1961/05/04,0.69,43,39,42
USC00253365,"GOTHENBURG, NE US",1961/05/05,0.09,49,41,46
USC00253365,"GOTHENBURG, NE US",1961/05/06,0,72,39,59
USC00253365,"GOTHENBURG, NE US",1961/05/07,0.45,70,47,58
USC00253365,"GOTHENBURG, NE US",1961/05/08,0,63,44,57
USC00253365,"GOTHENBURG, NE US",1961/05/09,0,78,34,62
USC00253365,"GOTHENBURG, NE US",1961/05/10,0,82,51,71
USC00253365,"GOTHENBURG, NE US",1961/05/11,0,85,51,80
USC00253365,"GOTHENBURG, NE US",1961/05/12,0,81,54,73
USC00253365,"GOTHENBURG, NE US",1961/05/13,0.2,73,48,53
USC00253365,"GOTHENBURG, NE US",1961/05/14,0.25,55,45,49
USC00253365,"GOTHENBURG, NE US",1961/05/15,0,72,38,63
USC00253365,"GOTHENBURG, NE US",1961/05/16,0.02,64,50,55
USC00253365,"GOTHENBURG, NE US",1961/05/17,0.82,66,47,53
USC00253365,"GOTHENBURG, NE US",1961/05/18,0,58,44,53
USC00253365,"GOTHENBURG, NE US",1961/05/19,0.19,53,46,51
USC00253365,"GOTHENBURG, NE US",1961/05/20,0.17,62,50,59
USC00253365,"GOTHENBURG, NE US",1961/05/21,1.86,59,53,53
USC00253365,"GOTHENBURG, NE US",1961/05/22,0.5,67,53,58
USC00253365,"GOTHENBURG, NE US",1961/05/23,0,71,42,61
USC00253365,"GOTHENBURG, NE US",1961/05/24,0,78,49,71
USC00253365,"GOTHENBURG, NE US",1961/05/25,0.05,71,57,60
USC00253365,"GOTHENBURG, NE US",1961/05/26,0,71,37,61
USC00253365,"GOTHENBURG, NE US",1961/05/27,0,79,47,72
USC00253365,"GOTHENBURG, NE US",1961/05/28,0,90,51,76
USC00253365,"GOTHENBURG, NE US",1961/05/29,0,82,57,71
USC00253365,"GOTHENBURG, NE US",1961/05/30,0.31,92,60,63
USC00253365,"GOTHENBURG, NE US",1961/05/31,0.26,83,59,76
USC00253365,"GOTHENBURG, NE US",1961/06/01,0.16,81,55,71
USC00253365,"GOTHENBURG, NE US",1961/06/02,0,77,59,69
USC00253365,"GOTHENBURG, NE US",1961/06/03,0,75,53,63
USC00253365,"GOTHENBURG, NE US",1961/06/04,0.35,77,55,61
USC00253365,"GOTHENBURG, NE US",1961/06/05,0.04,79,54,69
USC00253365,"GOTHENBURG, NE US",1961/06/06,0.03,78,56,69
USC00253365,"GOTHENBURG, NE US",1961/06/07,0,81,56,75
USC00253365,"GOTHENBURG, NE US",1961/06/08,0,85,51,75
USC00253365,"GOTHENBURG, NE US",1961/06/09,0,90,59,81
USC00253365,"GOTHENBURG, NE US",1961/06/10,0,94,59,85
USC00253365,"GOTHENBURG, NE US",1961/06/11,0,93,63,82
USC00253365,"GOTHENBURG, NE US",1961/06/12,0,93,69,75
USC00253365,"GOTHENBURG, NE US",1961/06/13,0,88,65,75
USC00253365,"GOTHENBURG, NE US",1961/06/14,0.95,75,57,57
USC00253365,"GOTHENBURG, NE US",1961/06/15,0.14,59,50,56
USC00253365,"GOTHENBURG, NE US",1961/06/16,0,63,51,55
USC00253365,"GOTHENBURG, NE US",1961/06/17,0,80,52,73
USC00253365,"GOTHENBURG, NE US",1961/06/18,0,84,55,75
USC00253365,"GOTHENBURG, NE US",1961/06/19,0,78,56,71
USC00253365,"GOTHENBURG, NE US",1961/06/20,0,80,52,74
USC00253365,"GOTHENBURG, NE US",1961/06/21,0,96,57,84
USC00253365,"GOTHENBURG, NE US",1961/06/22,0,84,60,77
USC00253365,"GOTHENBURG, NE US",1961/06/23,0,82,48,70
USC00253365,"GOTHENBURG, NE US",1961/06/24,0,83,52,71
USC00253365,"GOTHENBURG, NE US",1961/06/25,0,85,54,75
USC00253365,"GOTHENBURG, NE US",1961/06/26,0.13,95,57,69
USC00253365,"GOTHENBURG, NE US",1961/06/27,0,101,67,86
USC00253365,"GOTHENBURG, NE US",1961/06/28,0,101,68,86
USC00253365,"GOTHENBURG, NE US",1961/06/29,0,103,65,87
USC00253365,"GOTHENBURG, NE US",1961/06/30,0,103,70,92
USC00253365,"GOTHENBURG, NE US",1961/07/01,0.05,92,70,70
USC00253365,"GOTHENBURG, NE US",1961/07/02,0,91,54,78
USC00253365,"GOTHENBURG, NE US",1961/07/03,0,94,61,85
USC00253365,"GOTHENBURG, NE US",1961/07/04,0,99,65,85
USC00253365,"GOTHENBURG, NE US",1961/07/05,0,90,66,82
USC00253365,"GOTHENBURG, NE US",1961/07/06,0.05,91,66,81
USC00253365,"GOTHENBURG, NE US",1961/07/07,0,85,58,73
USC00253365,"GOTHENBURG, NE US",1961/07/08,0,85,67,74
USC00253365,"GOTHENBURG, NE US",1961/07/09,0,87,62,76
USC00253365,"GOTHENBURG, NE US",1961/07/10,0,89,62,74
USC00253365,"GOTHENBURG, NE US",1961/07/11,0.05,78,60,71
USC00253365,"GOTHENBURG, NE US",1961/07/12,0.01,80,54,74
USC00253365,"GOTHENBURG, NE US",1961/07/13,0.44,81,55,75
USC00253365,"GOTHENBURG, NE US",1961/07/14,0,87,56,76
USC00253365,"GOTHENBURG, NE US",1961/07/15,0.09,88,58,77
USC00253365,"GOTHENBURG, NE US",1961/07/16,0,97,57,83
USC00253365,"GOTHENBURG, NE US",1961/07/17,0,100,58,87
USC00253365,"GOTHENBURG, NE US",1961/07/18,0,94,65,85
USC00253365,"GOTHENBURG, NE US",1961/07/19,0.1,87,60,74
USC00253365,"GOTHENBURG, NE US",1961/07/20,0.02,89,55,68
USC00253365,"GOTHENBURG, NE US",1961/07/21,0.14,76,60,70
USC00253365,"GOTHENBURG, NE US",1961/07/22,0.07,83,55,63
USC00253365,"GOTHENBURG, NE US",1961/07/23,0,88,57,78
USC00253365,"GOTHENBURG, NE US",1961/07/24,0,94,59,83
USC00253365,"GOTHENBURG, NE US",1961/07/25,0,92,64,82
USC00253365,"GOTHENBURG, NE US",1961/07/26,0.59,89,64,81
USC00253365,"GOTHENBURG, NE US",1961/07/27,0,94,69,88
USC00253365,"GOTHENBURG, NE US",1961/07/28,0,89,65,81
USC00253365,"GOTHENBURG, NE US",1961/07/29,0,92,68,85
USC00253365,"GOTHENBURG, NE US",1961/07/30,0,100,72,88
USC00253365,"GOTHENBURG, NE US",1961/07/31,0,88,70,79
USC00253365,"GOTHENBURG, NE US",1961/08/01,0,85,68,75
USC00253365,"GOTHENBURG, NE US",1961/08/02,0,90,62,80
USC00253365,"GOTHENBURG, NE US",1961/08/03,0,99,63,84
USC00253365,"GOTHENBURG, NE US",1961/08/04,0,101,60,84
USC00253365,"GOTHENBURG, NE US",1961/08/05,0,93,66,79
USC00253365,"GOTHENBURG, NE US",1961/08/06,0,94,58,80
USC00253365,"GOTHENBURG, NE US",1961/08/07,0,100,60,87
USC00253365,"GOTHENBURG, NE US",1961/08/08,0,93,65,82
USC00253365,"GOTHENBURG, NE US",1961/08/09,0,98,65,84
USC00253365,"GOTHENBURG, NE US",1961/08/10,0,91,61,80
USC00253365,"GOTHENBURG, NE US",1961/08/11,0.1,82,60,72
USC00253365,"GOTHENBURG, NE US",1961/08/12,1.19,80,60,67
USC00253365,"GOTHENBURG, NE US",1961/08/13,0.05,86,59,76
USC00253365,"GOTHENBURG, NE US",1961/08/14,0,82,64,72
USC00253365,"GOTHENBURG, NE US",1961/08/15,0,85,62,75
USC00253365,"GOTHENBURG, NE US",1961/08/16,0,79,58,75
USC00253365,"GOTHENBURG, NE US",1961/08/17,0,92,70,83
USC00253365,"GOTHENBURG, NE US",1961/08/18,0.31,84,65,72
USC00253365,"GOTHENBURG, NE US",1961/08/19,0,83,64,71
USC00253365,"GOTHENBURG, NE US",1961/08/20,0,89,60,79
USC00253365,"GOTHENBURG, NE US",1961/08/21,0,79,65,66
USC00253365,"GOTHENBURG, NE US",1961/08/22,0,83,58,71
USC00253365,"GOTHENBURG, NE US",1961/08/23,0,92,55,77
USC00253365,"GOTHENBURG, NE US",1961/08/24,0,93,56,77
USC00253365,"GOTHENBURG, NE US",1961/08/25,0,94,66,78
USC00253365,"GOTHENBURG, NE US",1961/08/26,0.15,95,60,69
USC00253365,"GOTHENBURG, NE US",1961/08/27,0.05,90,62,78
USC00253365,"GOTHENBURG, NE US",1961/08/28,0,97,58,79
USC00253365,"GOTHENBURG, NE US",1961/08/29,0,96,65,79
USC00253365,"GOTHENBURG, NE US",1961/08/30,0,94,64,82
USC00253365,"GOTHENBURG, NE US",1961/08/31,0,92,66,78
USC00253365,"GOTHENBURG, NE US",1961/09/01,0.1,91,62,76
USC00253365,"GOTHENBURG, NE US",1961/09/02,0,83,62,69
USC00253365,"GOTHENBURG, NE US",1961/09/03,0,69,45,54
USC00253365,"GOTHENBURG, NE US",1961/09/04,0.02,67,49,60
USC00253365,"GOTHENBURG, NE US",1961/09/05,0.09,71,49,61
USC00253365,"GOTHENBURG, NE US",1961/09/06,0,95,45,78
USC00253365,"GOTHENBURG, NE US",1961/09/07,0,79,57,70
USC00253365,"GOTHENBURG, NE US",1961/09/08,0,95,64,81
USC00253365,"GOTHENBURG, NE US",1961/09/09,0,93,64,80
USC00253365,"GOTHENBURG, NE US",1961/09/10,0,87,50,72
USC00253365,"GOTHENBURG, NE US",1961/09/11,0.13,72,50,63
USC00253365,"GOTHENBURG, NE US",1961/09/12,0.1,71,51,61
USC00253365,"GOTHENBURG, NE US",1961/09/13,0,62,42,49
USC00253365,"GOTHENBURG, NE US",1961/09/14,0,63,36,51
USC00253365,"GOTHENBURG, NE US",1961/09/15,0,73,33,61
USC00253365,"GOTHENBURG, NE US",1961/09/16,0,86,42,76
USC00253365,"GOTHENBURG, NE US",1961/09/17,0,88,53,77
USC00253365,"GOTHENBURG, NE US",1961/09/18,0,86,54,74
USC00253365,"GOTHENBURG, NE US",1961/09/19,0.1,75,54,62
USC00253365,"GOTHENBURG, NE US",1961/09/20,1.1,62,45,57
USC00253365,"GOTHENBURG, NE US",1961/09/21,0,74,45,69
USC00253365,"GOTHENBURG, NE US",1961/09/22,0,69,45,49
USC00253365,"GOTHENBURG, NE US",1961/09/23,0.1,53,43,47
USC00253365,"GOTHENBURG, NE US",1961/09/24,0.65,47,43,45
USC00253365,"GOTHENBURG, NE US",1961/09/25,0,67,31,55
USC00253365,"GOTHENBURG, NE US",1961/09/26,0,72,42,63
USC00253365,"GOTHENBURG, NE US",1961/09/27,0,63,45,45
USC00253365,"GOTHENBURG, NE US",1961/09/28,0,68,34,58
USC00253365,"GOTHENBURG, NE US",1961/09/29,0,74,51,60
USC00253365,"GOTHENBURG, NE US",1961/09/30,0.17,61,34,48
USC00253365,"GOTHENBURG, NE US",1961/10/01,0,63,37,51
USC00253365,"GOTHENBURG, NE US",1961/10/02,0,68,33,52
USC00253365,"GOTHENBURG, NE US",1961/10/03,0,73,35,53
USC00253365,"GOTHENBURG, NE US",1961/10/04,0,82,35,60
USC00253365,"GOTHENBURG, NE US",1961/10/05,0,87,40,62
USC00253365,"GOTHENBURG, NE US",1961/10/06,0,83,41,67
USC00253365,"GOTHENBURG, NE US",1961/10/07,0,77,44,57
USC00253365,"GOTHENBURG, NE US",1961/10/08,0,58,39,39
USC00253365,"GOTHENBURG, NE US",1961/10/09,0,47,37,46
USC00253365,"GOTHENBURG, NE US",1961/10/10,0.3,65,46,58
USC00253365,"GOTHENBURG, NE US",1961/10/11,0.01,78,48,60
USC00253365,"GOTHENBURG, NE US",1961/10/12,0,68,41,52
USC00253365,"GOTHENBURG, NE US",1961/10/13,0,71,40,57
USC00253365,"GOTHENBURG, NE US",1961/10/14,0,72,38,57
USC00253365,"GOTHENBURG, NE US",1961/10/15,0,80,37,61
USC00253365,"GOTHENBURG, NE US",1961/10/16,0,86,38,67
USC00253365,"GOTHENBURG, NE US",1961/10/17,0,83,41,62
USC00253365,"GOTHENBURG, NE US",1961/10/18,0,62,41,41
USC00253365,"GOTHENBURG, NE US",1961/10/19,0,62,27,47
USC00253365,"GOTHENBURG, NE US",1961/10/20,0,67,33,53
USC00253365,"GOTHENBURG, NE US",1961/10/21,0,75,35,58
USC00253365,"GOTHENBURG, NE US",1961/10/22,0,64,42,42
USC00253365,"GOTHENBURG, NE US",1961/10/23,0,60,24,46
USC00253365,"GOTHENBURG, NE US",1961/10/24,0,63,36,51
USC00253365,"GOTHENBURG, NE US",1961/10/25,0,57,26,43
USC00253365,"GOTHENBURG, NE US",1961/10/26,0,69,30,58
USC00253365,"GOTHENBURG, NE US",1961/10/27,0,69,48,57
USC00253365,"GOTHENBURG, NE US",1961/10/28,0,67,36,55
USC00253365,"GOTHENBURG, NE US",1961/10/29,0.01,55,36,36
USC00253365,"GOTHENBURG, NE US",1961/10/30,0,44,35,39
USC00253365,"GOTHENBURG, NE US",1961/10/31,0,60,30,48
USC00253365,"GOTHENBURG, NE US",1961/11/01,0,71,38,62
USC00253365,"GOTHENBURG, NE US",1961/11/02,0.06,62,21,22
USC00253365,"GOTHENBURG, NE US",1961/11/03,0,50,7,42
USC00253365,"GOTHENBURG, NE US",1961/11/04,0,42,24,24
USC00253365,"GOTHENBURG, NE US",1961/11/05,0,35,17,26
USC00253365,"GOTHENBURG, NE US",1961/11/06,0,57,13,41
USC00253365,"GOTHENBURG, NE US",1961/11/07,0,52,29,35
USC00253365,"GOTHENBURG, NE US",1961/11/08,0,59,17,46
USC00253365,"GOTHENBURG, NE US",1961/11/09,0,62,23,32
USC00253365,"GOTHENBURG, NE US",1961/11/10,0,61,25,35
USC00253365,"GOTHENBURG, NE US",1961/11/11,0,68,25,54
USC00253365,"GOTHENBURG, NE US",1961/11/12,0,54,35,43
USC00253365,"GOTHENBURG, NE US",1961/11/13,0,43,21,31
USC00253365,"GOTHENBURG, NE US",1961/11/14,0,54,13,41
USC00253365,"GOTHENBURG, NE US",1961/11/15,0.46,42,29,29
USC00253365,"GOTHENBURG, NE US",1961/11/16,0,34,23,26
USC00253365,"GOTHENBURG, NE US",1961/11/17,0,31,24,28
USC00253365,"GOTHENBURG, NE US",1961/11/18,0.14,32,25,28
USC00253365,"GOTHENBURG, NE US",1961/11/19,0,31,25,29
USC00253365,"GOTHENBURG, NE US",1961/11/20,0,39,11,28
USC00253365,"GOTHENBURG, NE US",1961/11/21,0,37,26,33
USC00253365,"GOTHENBURG, NE US",1961/11/22,0,48,22,35
USC00253365,"GOTHENBURG, NE US",1961/11/23,0,55,27,42
USC00253365,"GOTHENBURG, NE US",1961/11/24,0,57,28,41
USC00253365,"GOTHENBURG, NE US",1961/11/25,0,69,29,46
USC00253365,"GOTHENBURG, NE US",1961/11/26,0,46,28,28
USC00253365,"GOTHENBURG, NE US",1961/11/27,0.03,33,27,31
USC00253365,"GOTHENBURG, NE US",1961/11/28,0,43,30,33
USC00253365,"GOTHENBURG, NE US",1961/11/29,0,49,23,36
USC00253365,"GOTHENBURG, NE US",1961/11/30,0,52,34,43
USC00253365,"GOTHENBURG, NE US",1961/12/01,0,62,30,39
USC00253365,"GOTHENBURG, NE US",1961/12/02,0,58,25,41
USC00253365,"GOTHENBURG, NE US",1961/12/03,0,55,31,51
USC00253365,"GOTHENBURG, NE US",1961/12/04,0,53,30,30
USC00253365,"GOTHENBURG, NE US",1961/12/05,0,58,20,42
USC00253365,"GOTHENBURG, NE US",1961/12/06,0,43,23,30
USC00253365,"GOTHENBURG, NE US",1961/12/07,0,40,17,33
USC00253365,"GOTHENBURG, NE US",1961/12/08,0.03,34,24,32
USC00253365,"GOTHENBURG, NE US",1961/12/09,0.09,32,9,9
USC00253365,"GOTHENBURG, NE US",1961/12/10,0.01,13,-3,9
USC00253365,"GOTHENBURG, NE US",1961/12/11,0.32,9,4,6
USC00253365,"GOTHENBURG, NE US",1961/12/12,0.01,15,-14,24
USC00253365,"GOTHENBURG, NE US",1961/12/13,0,18,-11,7
USC00253365,"GOTHENBURG, NE US",1961/12/14,0,22,-3,35
USC00253365,"GOTHENBURG, NE US",1961/12/15,0,15,-5,10
USC00253365,"GOTHENBURG, NE US",1961/12/16,0.26,25,10,20
USC00253365,"GOTHENBURG, NE US",1961/12/17,0,37,9,22
USC00253365,"GOTHENBURG, NE US",1961/12/18,0,36,12,12
USC00253365,"GOTHENBURG, NE US",1961/12/19,0,27,-3,12
USC00253365,"GOTHENBURG, NE US",1961/12/20,0,41,6,32
USC00253365,"GOTHENBURG, NE US",1961/12/21,0,47,12,35
USC00253365,"GOTHENBURG, NE US",1961/12/22,0,43,21,24
USC00253365,"GOTHENBURG, NE US",1961/12/23,0,37,9,26
USC00253365,"GOTHENBURG, NE US",1961/12/24,0,38,9,30
USC00253365,"GOTHENBURG, NE US",1961/12/25,0,53,21,37
USC00253365,"GOTHENBURG, NE US",1961/12/26,0.01,37,23,23
USC00253365,"GOTHENBURG, NE US",1961/12/27,0,28,14,20
USC00253365,"GOTHENBURG, NE US",1961/12/28,0,26,17,17
USC00253365,"GOTHENBURG, NE US",1961/12/29,0,32,-1,23
USC00253365,"GOTHENBURG, NE US",1961/12/30,0,42,20,31
USC00253365,"GOTHENBURG, NE US",1961/12/31,0,40,25,29
USC00253365,"GOTHENBURG, NE US",1962/01/01,0,52,20,37
USC00253365,"GOTHENBURG, NE US",1962/01/02,0,56,25,38
USC00253365,"GOTHENBURG, NE US",1962/01/03,0,58,25,41
USC00253365,"GOTHENBURG, NE US",1962/01/04,0,46,27,32
USC00253365,"GOTHENBURG, NE US",1962/01/05,0,32,13,24
USC00253365,"GOTHENBURG, NE US",1962/01/06,0,45,10,33
USC00253365,"GOTHENBURG, NE US",1962/01/07,0,38,18,30
USC00253365,"GOTHENBURG, NE US",1962/01/08,0,31,3,9
USC00253365,"GOTHENBURG, NE US",1962/01/09,0,9,-2,-2
USC00253365,"GOTHENBURG, NE US",1962/01/10,0,15,-7,7
USC00253365,"GOTHENBURG, NE US",1962/01/11,0,40,-1,30
USC00253365,"GOTHENBURG, NE US",1962/01/12,0,44,15,29
USC00253365,"GOTHENBURG, NE US",1962/01/13,0,36,16,28
USC00253365,"GOTHENBURG, NE US",1962/01/14,0.01,29,15,24
USC00253365,"GOTHENBURG, NE US",1962/01/15,0,39,3,13
USC00253365,"GOTHENBURG, NE US",1962/01/16,0,37,0,21
USC00253365,"GOTHENBURG, NE US",1962/01/17,0.01,21,0,0
USC00253365,"GOTHENBURG, NE US",1962/01/18,0.01,7,-2,0
USC00253365,"GOTHENBURG, NE US",1962/01/19,0.05,4,-12,2
USC00253365,"GOTHENBURG, NE US",1962/01/20,0,4,-10,-1
USC00253365,"GOTHENBURG, NE US",1962/01/21,0,5,-4,0
USC00253365,"GOTHENBURG, NE US",1962/01/22,0,22,-8,17
USC00253365,"GOTHENBURG, NE US",1962/01/23,0,43,-1,27
USC00253365,"GOTHENBURG, NE US",1962/01/24,0,49,12,33
USC00253365,"GOTHENBURG, NE US",1962/01/25,0,51,15,33
USC00253365,"GOTHENBURG, NE US",1962/01/26,0,52,22,35
USC00253365,"GOTHENBURG, NE US",1962/01/27,0,54,22,42
USC00253365,"GOTHENBURG, NE US",1962/01/28,0,58,24,41
